Shay Doron,9.8,646
Angela Jackson,9.8,646
Jenni Benningfield,9.0,648
Willnett Crockett,9.0,648
Chelsea Poppens,8.8,650
Chelsea Dungee,8.4,651
Chanel Mokango,8.4,651
Kiana Williams,8.4,651
Shyla Heal,8.0,654
Lorela Cubaj,7.7,655
Nicole Kubik,7.7,655
Angie Bjorklund,7.7,655
Romana Hamzova,7.5,658
Michaela Pavlickova,7.2,659
Zuzi Klimesova,7.2,659
Trina Frierson,7.0,661
Katelan Redmon,7.0,661
Jenny Mowe,6.6,663
Ify Ibekwe,6.3,664
Anne Marie Armstrong,6.3,664
Lanay Montgomery,6.3,664
Rhonda Banchero,6.3,664
Raigyne Louis,6.0,668
Natasha Mack,6.0,668
Whitney Knight,6.0,668
Angie Hamblin,6.0,668
Dee Davis,6.0,668
Julie Wojta,6.0,668
Anriel Howard,5.1,674
Rae Burrell,5.1,674
Chloe Jackson,4.8,676
Jillian Alleyne,4.2,677
Petra Ujhelyi,4.2,677
Stacy Stephens,4.2,677
Renee Robinson,4.0,680
Brittany Brewer,4.0,680
Madinah Slaise,3.9,682
Brooke Queenan,3.6,683
Amy Atwell,3.2,684
Nirra Fields,3.2,684
Leah Rush,3.0,686
Lindsay Taylor,3.0,686
Tamara Stocks,3.0,686
Chay Shegog,3.0,686
Brittany Hrynko,2.1,690
Chrissy Givens,2.1,690
Ameryst Alston,2.1,690
Elissa Cunane,2.1,690
Felicia Chester,2.0,694
Gabriela Marginean,2.0,694
Angelina Wolvert,2.0,694
Cisti Greenwalt,2.0,694
Tanae Davis-Cain,2.0,694
Whitney Boddie,2.0,694
Usha Gilmore,2.0,694
Arica Carter,1.8,701
Cara Consuegra,1.5,702
Amisha Carter,1.0,703
Tyresa Smith,1.0,703
Shae Kelley,0.8,705
Teana Muldrow,0.0,706
Val Berezhynska,0.0,706
Wanisha Smith,0.0,706
Travesa Gant,0.0,706
Levys Torres,0.0,706
Megan Huff,0.0,706
Martina Weber,0.0,706
Reshea Bristol,0.0,706
Ambrosia Anderson,0.0,706
Aleah Goodman,0.0,706
Britany Miller,0.0,706
